=== Pair 25 Results ===

Addition - 10,10
610024.319367,409849.179708,441729.507570,397177.764300,178968.927490,956848.325020,983285.020203,282167.219705,425081.515750,631957.336455
102310.243716,446853.439164,875938.876942,57787.590276,830473.628323,763814.514471,334586.590147,123160.644641,575685.967262,619674.263809
940550.885409,719371.949810,70554.224148,973548.013385,636416.108920,152978.814134,234755.629909,352179.190561,249801.806813,671696.670180
982050.364830,784125.703285,239462.339406,911348.199128,569009.207674,827575.248591,776661.064631,414066.818796,87340.515790,464321.227480
439189.280819,105139.199324,47577.904878,175529.275510,259046.224156,135996.167444,207758.154609,845338.555213,241732.806997,798064.421439
843902.692633,747727.366171,923430.269674,332985.817031,758086.797800,264770.794617,967950.691296,912540.199448,127139.548310,913925.193184
484562.635716,784876.987603,652999.963317,150105.024081,283922.524352,514213.527145,7695.810255,95778.773717,176534.114406,774534.789737
438187.996536,78286.002174,555827.034398,847071.876065,160789.517366,483408.856724,266374.991404,224422.001423,64407.975202,833502.898287
422982.412685,697618.777787,958737.534688,859568.250725,693314.245493,190254.160787,138306.161048,701700.042576,872512.984427,846408.330702
456083.321437,96763.159763,696056.407309,137181.565229,574502.671620,187840.469168,245229.259528,306002.375864,639884.534901,270973.445403

Transpose B - 10,10
961417.396715,305331.873440,837925.446206,263608.225013,192442.850945,414323.001835,332452.913550,276270.494990,17472.137744,962609.039031
650107.240343,534283.767162,809292.549393,180822.115951,82000.165527,965478.628390,344852.383910,319939.034038,715563.141301,689113.314882
547729.750295,860099.601342,637513.020264,497598.737307,882358.421187,185533.238135,519000.591345,621504.501216,743359.300049,805178.842920
926075.248623,540003.296017,590790.229583,616422.660934,924312.879503,364722.221582,810840.355056,292168.442518,49152.810698,879488.611548
366004.207636,280690.534403,56420.485003,372049.189494,224650.335098,2844.175135,747633.343915,321630.377674,843687.196034,34508.335533
733211.094979,955258.468581,740215.849670,869391.939125,358128.490704,744742.587990,619271.972291,67072.169082,774802.342534,179838.542457
256468.983276,759486.300060,86422.192628,44238.335775,659412.433570,927031.435518,76527.089471,130497.987892,519868.706370,446492.212128
901263.098591,359481.011812,241171.320009,766760.478956,113119.000835,959255.810014,718349.818515,494962.495958,538494.587595,385335.504448
496357.048811,655185.100801,465028.975330,638464.637061,10018.856618,71160.833734,703164.175918,380570.182195,790914.396858,700513.958348
589249.488647,999505.868490,454194.125519,348086.148692,572442.693834,945922.544244,371002.857662,314738.906520,347809.221655,916702.507608

Matrix Multiplication - 10,10
2827454788987.384277,3165044523818.875977,3259980942757.762695,3437779543937.560059,1647303866708.167236,3619998541771.303711,1948613276901.165039,3394092461007.392578,2660186840828.982422,3163323142210.552246
2057887447656.204346,2821282823745.951660,2741612514217.161133,2677773240476.296875,1837391454890.667725,3585308880054.527832,1780002339913.255615,3049415905766.749023,2586862232717.775391,2702464734623.084961
2263568076400.571289,3319742493918.457031,3330278965389.206543,2803321981459.599609,2013799607975.299805,3435472798327.955566,2614374614273.564453,3333497789908.219727,2961618319347.125977,3540662561366.971191
2058235106172.379639,2610028728680.151367,2911831407091.842285,2351750320943.195312,1710571556218.726562,3010659239468.236816,1324781259898.184570,2694417626170.690430,2498910614014.660645,2213678864014.356445
2176790476689.460449,2972514035517.453125,3095646732810.465820,2673407006152.494141,1475316961978.544189,3374776623873.300293,2290048233129.901367,2684381611490.608887,2560367263055.883789,3211753719338.656250
2124004616235.911133,2167949850784.768066,2719488661031.527344,2854098204848.850586,1619359709079.226318,3041878504867.760742,1495679945198.255127,2861248556933.481445,2422706402097.783203,2594399955437.297852
2204601494423.663574,2455835497880.714355,2195193739256.430176,2560324175675.377441,1022006374159.064941,2858736842581.308594,1812005697174.043701,2916965658503.271484,1771237722035.518311,2684927237374.044434
1654566387582.362305,2377297975668.818359,2563428294543.995605,2352146885777.857910,1250632087728.573242,2600636167444.375000,2156075753537.848633,2347648142992.644043,1644395830296.268311,2571294972694.597168
1623678205935.202637,2091232643786.356934,2463036375215.393555,1943372884050.822754,1329334830819.656494,2208445035853.006836,1610172436009.552490,1741683200216.200195,2058546575909.107422,2204201626002.608887
2777652386423.754395,3643457548141.673828,4179504220625.877441,3825374914431.000488,2368370936326.604004,4162716654023.284180,2813844934173.861816,3806443994198.899902,3122608975697.261719,3872282732123.985840

