=== Pair 9 Results ===

Addition - 12,12
574547113354.885132,224998686582.614960,162636516386.651825,112002528237.361298,398915693896.556641,379265469038.453857,792549516788.688110,172545203661.296722,384137271751.867859,102544860565.374008,275524473651.717346,368685457951.248657
11868494007.318800,140702082011.368195,348829951969.335876,93385715435.248627,40846821371.401894,5565825758.834089,313294997184.801697,272874202556.208008,266121647351.035339,216920064173.592590,150494827335.145355,369040917615.684631
282586234968.039734,262735532911.161591,140284040807.436859,683662217359.500244,266985273031.618591,31400304617.990971,406813457239.673218,637808351819.544434,110510691934.647476,196033154263.584198,3287163250.191917,281228815456.028442
11956783175.530254,216198169780.237457,400283094308.113647,292555297967.525574,190417279960.368896,44562964956.835068,290570188485.289734,199763657603.581055,233186646130.883514,337889143688.197754,9892623772.211403,592352239988.270264
542424430649.491943,30317699511.273102,221614955671.482147,29737770560.539814,442502690517.755005,157628194394.034882,4240638364.921904,367144702012.670837,153409719782.286011,883340150091.277344,407072589264.924255,579733510975.303467

Element-wise Division - 12,12
2.727151,1.120552,1.775832,0.055373,1.473621,1.799441,2.566327,1.596786,0.287724,0.737852,0.530921,0.478995
2.908782,0.693448,5.705632,0.777147,0.003539,0.072825,0.964507,1.541570,0.366791,0.085193,0.161620,1.594751
1.721516,2.101765,1.038416,0.288626,0.918763,0.861026,0.210077,1.235086,2.289087,0.335847,0.169465,17.305972
0.027480,1.904059,0.467609,2.403673,1.380885,0.675188,2.055376,3.598274,1.202762,2.062075,1.721924,0.716319
0.101196,4.093143,0.193705,0.377864,2.674008,3.078877,1.549100,0.949819,1.426695,0.652330,0.574632,3.766616
1.580254,0.012736,1.269453,1.216374,0.463387,0.129991,0.752755,1.626942,1.216287,0.698363,7.380696,0.124333
20.340724,0.509640,0.776532,1.005035,1.423149,1.084076,0.844723,1.291998,0.557016,1.969657,1.209922,0.541214
0.947730,2.034230,0.234942,2.594468,1.965320,0.381199,1.226524,0.442449,0.647948,0.847449,0.749527,1.332489
0.674950,0.183285,2.660361,7.347276,0.178988,7.135332,1.155222,0.428049,0.321065,2.253118,1.153067,1.112082
0.322243,0.285782,2.948836,0.866430,0.271177,0.325576,0.530278,1.453469,1.733701,1.429036,19.568854,2.568605
0.062592,1.427757,0.761448,2.684469,3.693181,2.693979,1.470798,2.085745,2.036118,0.339871,0.893619,0.691389
0.608504,6.213917,0.766224,20.174086,0.543621,0.605770,1.838071,2.197737,0.497657,0.972448,2.388892,1.317121

Transpose A - 12,12
877326.012738,397248.776346,610760.830761,18218.415889,83559.620105,462693.006434,541487.371128,737913.007366,89502.198758,301763.971347,27356.936028,574515.083346
532990.056241,302433.426720,513426.348492,533000.970625,391598.712083,8266.657232,470374.510066,676534.597394,160588.273496,274016.515562,555588.395447,434041.095670
775084.849838,957522.228459,790537.461465,394495.277357,94893.615814,770969.821398,601837.611930,195474.338448,963334.703402,643175.461830,552082.124778,412076.036968
42172.708311,539568.158010,284520.040286,464954.439205,87132.529760,809381.751196,949376.498281,539061.178685,828330.014350,769639.813278,886202.970639,774552.992615
676250.120150,3483.927688,510616.052580,572219.155114,539044.639929,139646.210941,304095.341045,885436.009835,85504.906413,269073.153272,838597.363664,490462.909886
815634.865677,63946.067022,416526.646800,285603.653755,287788.064654,66417.009757,506192.725701,380230.998149,199283.754016,101109.797735,346484.750720,309008.841245
753467.072061,678913.281040,108476.341298,393774.244837,613755.521297,594813.061721,639258.769595,985941.567523,601602.349830,464461.246969,653735.425020,88287.000068
430254.843207,787821.118345,509849.047422,145069.484986,767070.105117,974752.874794,850222.902333,276301.503085,341765.476517,962826.472414,645488.946497,898269.079694
162975.933039,246413.776969,533284.193956,914746.754479,969064.825728,621356.867003,462440.125558,498899.934907,292305.177531,437712.854774,689054.025339,276306.785577
603250.199002,70775.842806,230779.155516,645807.180341,417835.898629,206792.780145,443983.224041,294790.601419,699104.109354,529280.968731,338878.405745,926823.747384
88765.623311,117082.575081,133158.367892,115520.020136,231736.401825,196269.977513,629628.738934,454436.942237,416570.053400,253625.745594,94022.530972,986130.097399
217956.219474,272869.609913,423217.273516,678460.820297,646920.639091,91956.650609,53718.195509,700906.116698,640627.548720,849920.991830,639957.672487,873830.178090

Transpose B - 12,12
321700.614456,136568.763686,354780.809082,662972.276202,825722.171240,292796.565281,26620.850748,778610.903480,132605.613851,936447.892393,437065.874749,944143.063208
475649.576794,436129.636118,244283.393971,279928.825702,95671.881245,649058.673533,922953.807118,332575.285062,876166.602631,958831.011964,389133.703209,69849.836372
436462.907563,167820.545071,761291.769192,843643.373655,489886.755457,607324.620781,775032.314719,832009.550092,362106.701583,218111.618264,725042.663660,537801.123555
761614.779370,694293.524328,985774.188569,193434.975087,230592.443007,665405.602105,944620.078587,207773.315286,112739.746016,888288.528692,330122.226691,38393.461576
458903.672638,984404.325881,555765.000952,414385.905070,201586.764731,301359.772048,213677.823876,450530.235348,477713.187289,992240.473585,227066.394686,902214.380738
453271.323395,878083.089142,483755.899347,422998.899133,93471.763064,510935.568337,466934.508012,997460.677548,27929.149500,310556.497208,128614.505730,510109.010988
293597.490556,703896.519672,516363.806066,191582.550124,396201.444951,790181.815032,756767.251498,803850.393264,520767.575581,875882.454983,444476.736864,48032.421100
269450.540522,511051.084974,412804.429856,40316.403875,807596.078934,599131.900863,658068.524873,624481.596136,798425.298357,662433.335698,309476.496364,408724.635315
566431.438542,671809.448876,232968.106893,760538.443190,679237.345961,510863.649494,830210.126940,769968.574607,910423.994535,252473.032787,338415.621353,555215.173098
817576.449018,830774.906280,687156.033158,313183.201477,640527.960904,296110.696795,225411.436731,347856.614396,310282.919627,370376.351777,997080.775759,953083.207659
167191.732985,724429.624800,785757.621671,67087.751827,403277.795144,26592.338462,520387.799288,606298.581923,361271.354258,12960.684423,105215.459209,412798.058125
455027.893594,171104.792942,24454.984516,947148.450455,171751.170008,739600.173403,99255.009310,526012.613056,576061.579545,330888.186266,925611.591914,663439.562413

Matrix Multiplication - 12,12
2641341706923.362305,3054473625737.465332,3238756485213.431152,3902159790066.628906,3005715226936.479004,2833889400637.087402,3532718789194.526855,3276060935080.500000,3352221931243.286133,3270305437566.055176,2258026303387.019043,2090054563563.644043
1927361168858.050049,1984634615544.583008,2966797526326.639160,2548934886167.937012,2216455680836.910645,2456007303509.952637,2381756449405.284180,2049887787541.961182,2700232543982.401367,2330716390108.184570,2123044214294.711426,1751430582004.647949
2423748645451.535645,2145974865599.247803,2773577541033.150879,2584594054115.663574,2720106678963.759766,2369779556306.921387,2586169651148.509277,2609319364129.732422,2957500732118.097168,2997497950674.977539,2081246062797.799805,2116892797581.677734
2623535779578.944336,2632480290975.924805,2590373506703.198730,2327832172029.904297,3012016900017.409668,1978825189389.798096,2666264840134.656250,2913069778739.740234,3198748383387.962891,2749546179876.183594,1892630667527.041992,2272106273408.567383
2546601217259.015625,2703104049792.313965,2758654272692.513184,2082610563455.199951,2698617944752.397461,2230257727070.764648,2892632688107.248535,3142638881363.554688,3437466510773.034668,2624880046405.432129,2034507823346.158447,2299899569767.583496
2318293056736.664062,2393711807697.998535,3315708630459.666992,2437560702297.805664,2228313395903.480957,2383043162286.638672,2632691796446.703613,2363921317386.174316,3171331022531.403320,2303408899566.412109,1987817993223.467529,2311330882665.029297
2962682417759.623047,3185532325024.587402,3983310206729.963379,3359794683142.842285,3025796760750.968262,3043987354896.500000,3582551342734.401855,3053637622105.417969,3911487935645.296875,3315807106797.069824,2213364759097.095703,3209813392145.445312
3042933660339.707031,3123636565046.240723,3649292076373.386719,3269651763376.823242,3231255441238.521484,2785588071577.063477,3270232045473.175293,3431974567179.363770,4226524466491.684082,3851703122861.644043,2372221016676.023926,2913952654380.210449
2833075631613.666992,2519530213495.916992,3316629032490.740234,2897212308610.064941,2943500077417.620605,2335242126028.639160,2697271406051.075195,2422274467912.671875,2874761182895.016602,2871793947570.197266,1926819184727.788330,2488184913900.270508
3353737130824.643066,2524921132584.106445,3585834271397.921387,2606951903183.459473,3261021484563.082031,2910921702123.360840,2918087382531.494629,2828646189799.127441,3541413333934.035645,3194049082762.747559,2285155857552.201172,2828354512124.874023
3235978650609.361328,2771361045218.315430,3673844485084.192383,2732116619828.338867,3201650942677.898438,2809733203313.004883,3201790647009.304688,3338379289787.019531,4077733283785.839844,3195480883159.516602,2506664641564.537598,2785761033850.203613
4261603832956.971191,2983295860695.584961,4021622634011.296875,3097228421248.624512,3920382903127.746094,3177582440936.477539,3498714476679.378906,3275148241919.342285,3862471982837.929199,4339154850498.632812,2159119650069.281494,3831776956268.891602

