| File: ./data/datasetLR1.txt |
| DP | X | SUM_X | SUM_X_SQUARED | Y | SUM_Y | X * Y | SUM_XY |
| 44 | 0 | 2254.000000 | 155014.000000 | 171 | 8261.000000 | 401840.000000 |
| 45 | 46 | 2300.000000 | 157130.000000 | 127 | 8388.000000 | 407682.000000 |
| 46 | 69 | 2369.000000 | 161891.000000 | 152 | 8540.000000 | 418170.000000 |
| 47 | 60 | 2429.000000 | 165491.000000 | 163 | 8703.000000 | 427950.000000 |
| 48 | 87 | 2516.000000 | 173060.000000 | 296 | 8999.000000 | 453702.000000 |
| 49 | 42 | 2558.000000 | 174824.000000 | 170 | 9169.000000 | 460842.000000 |
| 50 | 98 | 2656.000000 | 184428.000000 | 175 | 9344.000000 | 477992.000000 |
| 51 | 26 | 2682.000000 | 185104.000000 | 264 | 9608.000000 | 484856.000000 |
| 52 | 60 | 2742.000000 | 188704.000000 | 157 | 9765.000000 | 494276.000000 |
| 53 | 84 | 2826.000000 | 195760.000000 | 148 | 9913.000000 | 506708.000000 |
| 54 | 17 | 2843.000000 | 196049.000000 | 286 | 10199.000000 | 511570.000000 |
| 55 | 52 | 2895.000000 | 198753.000000 | 232 | 10431.000000 | 523634.000000 |
| 56 | 42 | 2937.000000 | 200517.000000 | 213 | 10644.000000 | 532580.000000 |
| 57 | 23 | 2960.000000 | 201046.000000 | 160 | 10804.000000 | 536260.000000 |
| 58 | 77 | 3037.000000 | 206975.000000 | 263 | 11067.000000 | 556511.000000 |
| 59 | 6 | 3043.000000 | 207011.000000 | 215 | 11282.000000 | 557801.000000 |
| 60 | 68 | 3111.000000 | 211635.000000 | 286 | 11568.000000 | 577249.000000 |
| 61 | 81 | 3192.000000 | 218196.000000 | 213 | 11781.000000 | 594502.000000 |
| 62 | 8 | 3200.000000 | 218260.000000 | 59 | 11840.000000 | 594974.000000 |
| 63 | 5 | 3205.000000 | 218285.000000 | 71 | 11911.000000 | 595329.000000 |
| 64 | 55 | 3260.000000 | 221310.000000 | 116 | 12027.000000 | 601709.000000 |
| 65 | 52 | 3312.000000 | 224014.000000 | 265 | 12292.000000 | 615489.000000 |
| 66 | 92 | 3404.000000 | 232478.000000 | 180 | 12472.000000 | 632049.000000 |
| 67 | 86 | 3490.000000 | 239874.000000 | 101 | 12573.000000 | 640735.000000 |
| 68 | 53 | 3543.000000 | 242683.000000 | 146 | 12719.000000 | 648473.000000 |
| 69 | 59 | 3602.000000 | 246164.000000 | 258 | 12977.000000 | 663695.000000 |
| 70 | 22 | 3624.000000 | 246648.000000 | 236 | 13213.000000 | 668887.000000 |
| 71 | 7 | 3631.000000 | 246697.000000 | 285 | 13498.000000 | 670882.000000 |
| 72 | 56 | 3687.000000 | 249833.000000 | 89 | 13587.000000 | 675866.000000 |
| 73 | 0 | 3687.000000 | 249833.000000 | 212 | 13799.000000 | 675866.000000 |
| 74 | 7 | 3694.000000 | 249882.000000 | 214 | 14013.000000 | 677364.000000 |
| 75 | 57 | 3751.000000 | 253131.000000 | 59 | 14072.000000 | 680727.000000 |
| 76 | 28 | 3779.000000 | 253915.000000 | 240 | 14312.000000 | 687447.000000 |
| 77 | 93 | 3872.000000 | 262564.000000 | 102 | 14414.000000 | 696933.000000 |
| 78 | 80 | 3952.000000 | 268964.000000 | 162 | 14576.000000 | 709893.000000 |
| 79 | 56 | 4008.000000 | 272100.000000 | 112 | 14688.000000 | 716165.000000 |
| 80 | 35 | 4043.000000 | 273325.000000 | 269 | 14957.000000 | 725580.000000 |
| 81 | 2 | 4045.000000 | 273329.000000 | 145 | 15102.000000 | 725870.000000 |
| 82 | 35 | 4080.000000 | 274554.000000 | 104 | 15206.000000 | 729510.000000 |
| 83 | 88 | 4168.000000 | 282298.000000 | 253 | 15459.000000 | 751774.000000 |
| 84 | 54 | 4222.000000 | 285214.000000 | 224 | 15683.000000 | 763870.000000 |
| File: ./data/datasetLR2.txt |
| DP | X | SUM_X | SUM_X_SQUARED | Y | SUM_Y | X * Y | SUM_XY |
| 85 | 90 | 4312.000000 | 293314.000000 | 298 | 15981.000000 | 790690.000000 |
| 86 | 9 | 4321.000000 | 293395.000000 | 102 | 16083.000000 | 791608.000000 |
| 87 | 56 | 4377.000000 | 296531.000000 | 189 | 16272.000000 | 802192.000000 |
| 88 | 99 | 4476.000000 | 306332.000000 | 146 | 16418.000000 | 816646.000000 |
| 89 | 20 | 4496.000000 | 306732.000000 | 233 | 16651.000000 | 821306.000000 |
| 90 | 92 | 4588.000000 | 315196.000000 | 284 | 16935.000000 | 847434.000000 |
| 91 | 81 | 4669.000000 | 321757.000000 | 154 | 17089.000000 | 859908.000000 |
| 92 | 84 | 4753.000000 | 328813.000000 | 77 | 17166.000000 | 866376.000000 |
| 93 | 65 | 4818.000000 | 333038.000000 | 132 | 17298.000000 | 874956.000000 |
| 94 | 31 | 4849.000000 | 333999.000000 | 257 | 17555.000000 | 882923.000000 |
| 95 | 39 | 4888.000000 | 335520.000000 | 224 | 17779.000000 | 891659.000000 |
| 96 | 96 | 4984.000000 | 344736.000000 | 111 | 17890.000000 | 902315.000000 |
| 97 | 18 | 5002.000000 | 345060.000000 | 121 | 18011.000000 | 904493.000000 |
| 98 | 94 | 5096.000000 | 353896.000000 | 169 | 18180.000000 | 920379.000000 |
| 99 | 73 | 5169.000000 | 359225.000000 | 66 | 18246.000000 | 925197.000000 |
| 100 | 6 | 5175.000000 | 359261.000000 | 293 | 18539.000000 | 926955.000000 |
| 101 | 51 | 5226.000000 | 361862.000000 | 76 | 18615.000000 | 930831.000000 |
| 102 | 100 | 5326.000000 | 371862.000000 | 220 | 18835.000000 | 952831.000000 |
| 103 | 86 | 5412.000000 | 379258.000000 | 77 | 18912.000000 | 959453.000000 |
| 104 | 3 | 5415.000000 | 379267.000000 | 74 | 18986.000000 | 959675.000000 |
| 105 | 19 | 5434.000000 | 379628.000000 | 294 | 19280.000000 | 965261.000000 |
| 106 | 40 | 5474.000000 | 381228.000000 | 144 | 19424.000000 | 971021.000000 |
| 107 | 32 | 5506.000000 | 382252.000000 | 164 | 19588.000000 | 976269.000000 |
| 108 | 20 | 5526.000000 | 382652.000000 | 261 | 19849.000000 | 981489.000000 |
| 109 | 60 | 5586.000000 | 386252.000000 | 222 | 20071.000000 | 994809.000000 |
| 110 | 95 | 5681.000000 | 395277.000000 | 123 | 20194.000000 | 1006494.000000 |
| 111 | 64 | 5745.000000 | 399373.000000 | 198 | 20392.000000 | 1019166.000000 |
| 112 | 45 | 5790.000000 | 401398.000000 | 192 | 20584.000000 | 1027806.000000 |
| 113 | 73 | 5863.000000 | 406727.000000 | 74 | 20658.000000 | 1033208.000000 |
| 114 | 59 | 5922.000000 | 410208.000000 | 130 | 20788.000000 | 1040878.000000 |
| 115 | 25 | 5947.000000 | 410833.000000 | 84 | 20872.000000 | 1042978.000000 |
| 116 | 47 | 5994.000000 | 413042.000000 | 59 | 20931.000000 | 1045751.000000 |
| 117 | 9 | 6003.000000 | 413123.000000 | 263 | 21194.000000 | 1048118.000000 |
| 118 | 11 | 6014.000000 | 413244.000000 | 105 | 21299.000000 | 1049273.000000 |
| 119 | 33 | 6047.000000 | 414333.000000 | 64 | 21363.000000 | 1051385.000000 |
| 120 | 4 | 6051.000000 | 414349.000000 | 178 | 21541.000000 | 1052097.000000 |
| 121 | 25 | 6076.000000 | 414974.000000 | 241 | 21782.000000 | 1058122.000000 |
| 122 | 57 | 6133.000000 | 418223.000000 | 98 | 21880.000000 | 1063708.000000 |
| 123 | 41 | 6174.000000 | 419904.000000 | 247 | 22127.000000 | 1073835.000000 |
| 124 | 63 | 6237.000000 | 423873.000000 | 86 | 22213.000000 | 1079253.000000 |
| 125 | 0 | 6237.000000 | 423873.000000 | 191 | 22404.000000 | 1079253.000000 |
| 126 | 53 | 6290.000000 | 426682.000000 | 112 | 22516.000000 | 1085189.000000 |
| 127 | 13 | 6303.000000 | 426851.000000 | 86 | 22602.000000 | 1086307.000000 |
| 128 | 36 | 6339.000000 | 428147.000000 | 273 | 22875.000000 | 1096135.000000 |
| 129 | 58 | 6397.000000 | 431511.000000 | 53 | 22928.000000 | 1099209.000000 |
| 130 | 95 | 6492.000000 | 440536.000000 | 186 | 23114.000000 | 1116879.000000 |
| 131 | 2 | 6494.000000 | 440540.000000 | 267 | 23381.000000 | 1117413.000000 |
| 132 | 69 | 6563.000000 | 445301.000000 | 189 | 23570.000000 | 1130454.000000 |
| 133 | 39 | 6602.000000 | 446822.000000 | 166 | 23736.000000 | 1136928.000000 |
| 134 | 97 | 6699.000000 | 456231.000000 | 175 | 23911.000000 | 1153903.000000 |
| 135 | 83 | 6782.000000 | 463120.000000 | 124 | 24035.000000 | 1164195.000000 |
| 136 | 85 | 6867.000000 | 470345.000000 | 90 | 24125.000000 | 1171845.000000 |
| 137 | 25 | 6892.000000 | 470970.000000 | 153 | 24278.000000 | 1175670.000000 |
| 138 | 59 | 6951.000000 | 474451.000000 | 109 | 24387.000000 | 1182101.000000 |
| 139 | 46 | 6997.000000 | 476567.000000 | 234 | 24621.000000 | 1192865.000000 |
| 140 | 23 | 7020.000000 | 477096.000000 | 134 | 24755.000000 | 1195947.000000 |
| 141 | 11 | 7031.000000 | 477217.000000 | 53 | 24808.000000 | 1196530.000000 |
| 142 | 9 | 7040.000000 | 477298.000000 | 99 | 24907.000000 | 1197421.000000 |
| 143 | 33 | 7073.000000 | 478387.000000 | 232 | 25139.000000 | 1205077.000000 |
| 144 | 28 | 7101.000000 | 479171.000000 | 146 | 25285.000000 | 1209165.000000 |
| 145 | 35 | 7136.000000 | 480396.000000 | 153 | 25438.000000 | 1214520.000000 |
| 146 | 57 | 7193.000000 | 483645.000000 | 68 | 25506.000000 | 1218396.000000 |
| 147 | 13 | 7206.000000 | 483814.000000 | 240 | 25746.000000 | 1221516.000000 |
| 148 | 87 | 7293.000000 | 491383.000000 | 52 | 25798.000000 | 1226040.000000 |
| 149 | 47 | 7340.000000 | 493592.000000 | 107 | 25905.000000 | 1231069.000000 |
| 150 | 89 | 7429.000000 | 501513.000000 | 63 | 25968.000000 | 1236676.000000 |
| 151 | 39 | 7468.000000 | 503034.000000 | 164 | 26132.000000 | 1243072.000000 |
| 152 | 13 | 7481.000000 | 503203.000000 | 72 | 26204.000000 | 1244008.000000 |
| 153 | 1 | 7482.000000 | 503204.000000 | 162 | 26366.000000 | 1244170.000000 |
| 154 | 58 | 7540.000000 | 506568.000000 | 56 | 26422.000000 | 1247418.000000 |
| 155 | 30 | 7570.000000 | 507468.000000 | 152 | 26574.000000 | 1251978.000000 |
| 156 | 71 | 7641.000000 | 512509.000000 | 50 | 26624.000000 | 1255528.000000 |
| 157 | 23 | 7664.000000 | 513038.000000 | 212 | 26836.000000 | 1260404.000000 |
| 158 | 79 | 7743.000000 | 519279.000000 | 108 | 26944.000000 | 1268936.000000 |
| 159 | 17 | 7760.000000 | 519568.000000 | 114 | 27058.000000 | 1270874.000000 |
| 160 | 62 | 7822.000000 | 523412.000000 | 94 | 27152.000000 | 1276702.000000 |
| 161 | 3 | 7825.000000 | 523421.000000 | 57 | 27209.000000 | 1276873.000000 |
| 162 | 18 | 7843.000000 | 523745.000000 | 135 | 27344.000000 | 1279303.000000 |
| 163 | 28 | 7871.000000 | 524529.000000 | 249 | 27593.000000 | 1286275.000000 |
| 164 | 23 | 7894.000000 | 525058.000000 | 209 | 27802.000000 | 1291082.000000 |
| 165 | 93 | 7987.000000 | 533707.000000 | 259 | 28061.000000 | 1315169.000000 |
| 166 | 63 | 8050.000000 | 537676.000000 | 165 | 28226.000000 | 1325564.000000 |
| 167 | 49 | 8099.000000 | 540077.000000 | 257 | 28483.000000 | 1338157.000000 |
| 168 | 51 | 8150.000000 | 542678.000000 | 76 | 28559.000000 | 1342033.000000 |
| 169 | 95 | 8245.000000 | 551703.000000 | 262 | 28821.000000 | 1366923.000000 |
| 170 | 70 | 8315.000000 | 556603.000000 | 181 | 29002.000000 | 1379593.000000 |
| 171 | 86 | 8401.000000 | 563999.000000 | 163 | 29165.000000 | 1393611.000000 |
| 172 | 4 | 8405.000000 | 564015.000000 | 278 | 29443.000000 | 1394723.000000 |
| 173 | 57 | 8462.000000 | 567264.000000 | 212 | 29655.000000 | 1406807.000000 |
| 174 | 65 | 8527.000000 | 571489.000000 | 60 | 29715.000000 | 1410707.000000 |
| 175 | 84 | 8611.000000 | 578545.000000 | 83 | 29798.000000 | 1417679.000000 |
| File: ./data/datasetLR3.txt |
| DP | X | SUM_X | SUM_X_SQUARED | Y | SUM_Y | X * Y | SUM_XY |
| 176 | 44 | 8655.000000 | 580481.000000 | 291 | 30089.000000 | 1430483.000000 |
| 177 | 100 | 8755.000000 | 590481.000000 | 82 | 30171.000000 | 1438683.000000 |
| 178 | 41 | 8796.000000 | 592162.000000 | 114 | 30285.000000 | 1443357.000000 |
| 179 | 45 | 8841.000000 | 594187.000000 | 108 | 30393.000000 | 1448217.000000 |
| 180 | 59 | 8900.000000 | 597668.000000 | 267 | 30660.000000 | 1463970.000000 |
| 181 | 8 | 8908.000000 | 597732.000000 | 75 | 30735.000000 | 1464570.000000 |
| 182 | 44 | 8952.000000 | 599668.000000 | 269 | 31004.000000 | 1476406.000000 |
| 183 | 83 | 9035.000000 | 606557.000000 | 111 | 31115.000000 | 1485619.000000 |
| 184 | 15 | 9050.000000 | 606782.000000 | 115 | 31230.000000 | 1487344.000000 |
| 185 | 23 | 9073.000000 | 607311.000000 | 184 | 31414.000000 | 1491576.000000 |
| 186 | 51 | 9124.000000 | 609912.000000 | 93 | 31507.000000 | 1496319.000000 |
| 187 | 30 | 9154.000000 | 610812.000000 | 170 | 31677.000000 | 1501419.000000 |
| 188 | 13 | 9167.000000 | 610981.000000 | 271 | 31948.000000 | 1504942.000000 |
| 189 | 76 | 9243.000000 | 616757.000000 | 267 | 32215.000000 | 1525234.000000 |
| 190 | 93 | 9336.000000 | 625406.000000 | 193 | 32408.000000 | 1543183.000000 |
| 191 | 56 | 9392.000000 | 628542.000000 | 65 | 32473.000000 | 1546823.000000 |
| 192 | 16 | 9408.000000 | 628798.000000 | 112 | 32585.000000 | 1548615.000000 |
| 193 | 41 | 9449.000000 | 630479.000000 | 117 | 32702.000000 | 1553412.000000 |
| 194 | 66 | 9515.000000 | 634835.000000 | 158 | 32860.000000 | 1563840.000000 |
| 195 | 53 | 9568.000000 | 637644.000000 | 100 | 32960.000000 | 1569140.000000 |
| 196 | 12 | 9580.000000 | 637788.000000 | 177 | 33137.000000 | 1571264.000000 |
| 197 | 56 | 9636.000000 | 640924.000000 | 216 | 33353.000000 | 1583360.000000 |
| 198 | 1 | 9637.000000 | 640925.000000 | 204 | 33557.000000 | 1583564.000000 |
| 199 | 18 | 9655.000000 | 641249.000000 | 269 | 33826.000000 | 1588406.000000 |
| 200 | 61 | 9716.000000 | 644970.000000 | 110 | 33936.000000 | 1595116.000000 |
| 201 | 75 | 9791.000000 | 650595.000000 | 236 | 34172.000000 | 1612816.000000 |
| 202 | 42 | 9833.000000 | 652359.000000 | 111 | 34283.000000 | 1617478.000000 |
| 203 | 71 | 9904.000000 | 657400.000000 | 133 | 34416.000000 | 1626921.000000 |
| 204 | 98 | 10002.000000 | 667004.000000 | 157 | 34573.000000 | 1642307.000000 |
| 205 | 54 | 10056.000000 | 669920.000000 | 218 | 34791.000000 | 1654079.000000 |
| 206 | 10 | 10066.000000 | 670020.000000 | 160 | 34951.000000 | 1655679.000000 |
| 207 | 74 | 10140.000000 | 675496.000000 | 64 | 35015.000000 | 1660415.000000 |
| 208 | 20 | 10160.000000 | 675896.000000 | 135 | 35150.000000 | 1663115.000000 |
| 209 | 68 | 10228.000000 | 680520.000000 | 180 | 35330.000000 | 1675355.000000 |
| 210 | 84 | 10312.000000 | 687576.000000 | 153 | 35483.000000 | 1688207.000000 |
| 211 | 55 | 10367.000000 | 690601.000000 | 277 | 35760.000000 | 1703442.000000 |
| 212 | 23 | 10390.000000 | 691130.000000 | 196 | 35956.000000 | 1707950.000000 |
| 213 | 20 | 10410.000000 | 691530.000000 | 180 | 36136.000000 | 1711550.000000 |
| 214 | 4 | 10414.000000 | 691546.000000 | 173 | 36309.000000 | 1712242.000000 |
| 215 | 87 | 10501.000000 | 699115.000000 | 94 | 36403.000000 | 1720420.000000 |
| 216 | 99 | 10600.000000 | 708916.000000 | 235 | 36638.000000 | 1743685.000000 |
| 217 | 59 | 10659.000000 | 712397.000000 | 151 | 36789.000000 | 1752594.000000 |
| 218 | 17 | 10676.000000 | 712686.000000 | 55 | 36844.000000 | 1753529.000000 |
| 219 | 70 | 10746.000000 | 717586.000000 | 155 | 36999.000000 | 1764379.000000 |
| 220 | 74 | 10820.000000 | 723062.000000 | 234 | 37233.000000 | 1781695.000000 |
| 221 | 5 | 10825.000000 | 723087.000000 | 235 | 37468.000000 | 1782870.000000 |
| 222 | 66 | 10891.000000 | 727443.000000 | 155 | 37623.000000 | 1793100.000000 |
| 223 | 1 | 10892.000000 | 727444.000000 | 173 | 37796.000000 | 1793273.000000 |
| 224 | 5 | 10897.000000 | 727469.000000 | 186 | 37982.000000 | 1794203.000000 |
| 225 | 80 | 10977.000000 | 733869.000000 | 241 | 38223.000000 | 1813483.000000 |
| 226 | 28 | 11005.000000 | 734653.000000 | 185 | 38408.000000 | 1818663.000000 |
| 227 | 64 | 11069.000000 | 738749.000000 | 290 | 38698.000000 | 1837223.000000 |
| 228 | 44 | 11113.000000 | 740685.000000 | 225 | 38923.000000 | 1847123.000000 |
| 229 | 76 | 11189.000000 | 746461.000000 | 208 | 39131.000000 | 1862931.000000 |
| 230 | 31 | 11220.000000 | 747422.000000 | 84 | 39215.000000 | 1865535.000000 |
| 231 | 37 | 11257.000000 | 748791.000000 | 189 | 39404.000000 | 1872528.000000 |
| 232 | 80 | 11337.000000 | 755191.000000 | 281 | 39685.000000 | 1895008.000000 |
| 233 | 83 | 11420.000000 | 762080.000000 | 248 | 39933.000000 | 1915592.000000 |
| 234 | 28 | 11448.000000 | 762864.000000 | 299 | 40232.000000 | 1923964.000000 |
| 235 | 74 | 11522.000000 | 768340.000000 | 92 | 40324.000000 | 1930772.000000 |
| 236 | 68 | 11590.000000 | 772964.000000 | 206 | 40530.000000 | 1944780.000000 |
| 237 | 15 | 11605.000000 | 773189.000000 | 87 | 40617.000000 | 1946085.000000 |
| 238 | 65 | 11670.000000 | 777414.000000 | 222 | 40839.000000 | 1960515.000000 |
| 239 | 79 | 11749.000000 | 783655.000000 | 292 | 41131.000000 | 1983583.000000 |
| 240 | 59 | 11808.000000 | 787136.000000 | 300 | 41431.000000 | 2001283.000000 |
| 241 | 37 | 11845.000000 | 788505.000000 | 77 | 41508.000000 | 2004132.000000 |
| 242 | 6 | 11851.000000 | 788541.000000 | 278 | 41786.000000 | 2005800.000000 |
| 243 | 95 | 11946.000000 | 797566.000000 | 121 | 41907.000000 | 2017295.000000 |
| 244 | 49 | 11995.000000 | 799967.000000 | 76 | 41983.000000 | 2021019.000000 |
| 245 | 43 | 12038.000000 | 801816.000000 | 255 | 42238.000000 | 2031984.000000 |
| 246 | 80 | 12118.000000 | 808216.000000 | 76 | 42314.000000 | 2038064.000000 |
| 247 | 27 | 12145.000000 | 808945.000000 | 203 | 42517.000000 | 2043545.000000 |
| 248 | 96 | 12241.000000 | 818161.000000 | 87 | 42604.000000 | 2051897.000000 |
| 249 | 44 | 12285.000000 | 820097.000000 | 133 | 42737.000000 | 2057749.000000 |
| 250 | 40 | 12325.000000 | 821697.000000 | 282 | 43019.000000 | 2069029.000000 |
| 251 | 24 | 12349.000000 | 822273.000000 | 157 | 43176.000000 | 2072797.000000 |
| 252 | 53 | 12402.000000 | 825082.000000 | 122 | 43298.000000 | 2079263.000000 |
| 253 | 11 | 12413.000000 | 825203.000000 | 115 | 43413.000000 | 2080528.000000 |
| 254 | 56 | 12469.000000 | 828339.000000 | 259 | 43672.000000 | 2095032.000000 |
| 255 | 1 | 12470.000000 | 828340.000000 | 92 | 43764.000000 | 2095124.000000 |
| 256 | 25 | 12495.000000 | 828965.000000 | 187 | 43951.000000 | 2099799.000000 |
| 257 | 3 | 12498.000000 | 828974.000000 | 105 | 44056.000000 | 2100114.000000 |
| 258 | 3 | 12501.000000 | 828983.000000 | 204 | 44260.000000 | 2100726.000000 |
| 259 | 85 | 12586.000000 | 836208.000000 | 240 | 44500.000000 | 2121126.000000 |
| 260 | 4 | 12590.000000 | 836224.000000 | 242 | 44742.000000 | 2122094.000000 |
| 261 | 78 | 12668.000000 | 842308.000000 | 187 | 44929.000000 | 2136680.000000 |
| 262 | 16 | 12684.000000 | 842564.000000 | 168 | 45097.000000 | 2139368.000000 |
| 263 | 26 | 12710.000000 | 843240.000000 | 165 | 45262.000000 | 2143658.000000 |
| 264 | 23 | 12733.000000 | 843769.000000 | 98 | 45360.000000 | 2145912.000000 |
| 265 | 99 | 12832.000000 | 853570.000000 | 192 | 45552.000000 | 2164920.000000 |
| 266 | 39 | 12871.000000 | 855091.000000 | 66 | 45618.000000 | 2167494.000000 |
| 267 | 83 | 12954.000000 | 861980.000000 | 163 | 45781.000000 | 2181023.000000 |
| 268 | 92 | 13046.000000 | 870444.000000 | 157 | 45938.000000 | 2195467.000000 |
| 269 | 14 | 13060.000000 | 870640.000000 | 151 | 46089.000000 | 2197581.000000 |
| 270 | 58 | 13118.000000 | 874004.000000 | 108 | 46197.000000 | 2203845.000000 |
| 271 | 53 | 13171.000000 | 876813.000000 | 106 | 46303.000000 | 2209463.000000 |
| 272 | 30 | 13201.000000 | 877713.000000 | 211 | 46514.000000 | 2215793.000000 |
| 273 | 10 | 13211.000000 | 877813.000000 | 175 | 46689.000000 | 2217543.000000 |
| 274 | 16 | 13227.000000 | 878069.000000 | 232 | 46921.000000 | 2221255.000000 |
| 275 | 51 | 13278.000000 | 880670.000000 | 206 | 47127.000000 | 2231761.000000 |
| 276 | 34 | 13312.000000 | 881826.000000 | 97 | 47224.000000 | 2235059.000000 |
| 277 | 91 | 13403.000000 | 890107.000000 | 273 | 47497.000000 | 2259902.000000 |
| 278 | 76 | 13479.000000 | 895883.000000 | 149 | 47646.000000 | 2271226.000000 |
| 279 | 81 | 13560.000000 | 902444.000000 | 146 | 47792.000000 | 2283052.000000 |
| File: ./data/datasetLR4.txt |
| DP | X | SUM_X | SUM_X_SQUARED | Y | SUM_Y | X * Y | SUM_XY |
| 280 | 81 | 13641.000000 | 909005.000000 | 232 | 48024.000000 | 2301844.000000 |
| 281 | 31 | 13672.000000 | 909966.000000 | 296 | 48320.000000 | 2311020.000000 |
| 282 | 67 | 13739.000000 | 914455.000000 | 55 | 48375.000000 | 2314705.000000 |
| 283 | 94 | 13833.000000 | 923291.000000 | 83 | 48458.000000 | 2322507.000000 |
| 284 | 89 | 13922.000000 | 931212.000000 | 242 | 48700.000000 | 2344045.000000 |
| 285 | 9 | 13931.000000 | 931293.000000 | 208 | 48908.000000 | 2345917.000000 |
| 286 | 41 | 13972.000000 | 932974.000000 | 256 | 49164.000000 | 2356413.000000 |
| 287 | 66 | 14038.000000 | 937330.000000 | 169 | 49333.000000 | 2367567.000000 |
| 288 | 89 | 14127.000000 | 945251.000000 | 260 | 49593.000000 | 2390707.000000 |
| 289 | 93 | 14220.000000 | 953900.000000 | 270 | 49863.000000 | 2415817.000000 |
| 290 | 99 | 14319.000000 | 963701.000000 | 232 | 50095.000000 | 2438785.000000 |
| 291 | 100 | 14419.000000 | 973701.000000 | 83 | 50178.000000 | 2447085.000000 |
| 292 | 62 | 14481.000000 | 977545.000000 | 77 | 50255.000000 | 2451859.000000 |
| 293 | 21 | 14502.000000 | 977986.000000 | 258 | 50513.000000 | 2457277.000000 |
